Date,Month,Year,yearmonth,monthyear,Period,yearPeriod,BP_Price,Average_Price,Sales,Inflation,Facebook_Spend,Employment,Amazon_Spend,Instacart_Spend
29/03/2021,3,2021,202103,32021,4,20214,3.19,3.205,22.22,0.5,2601,6.1,42.03571429,0
30/03/2021,3,2021,202103,32021,4,20214,3.19,3.205,22.22,0.5,2601,6.1,42.03571429,0
31/03/2021,3,2021,202103,32021,4,20214,3.19,3.205,22.22,0.5,2601,6.1,42.03571429,0
1/4/2021,4,2021,202104,42021,4,20214,3.19,3.205,22.22,0.7,2601,6.1,42.03571429,0
2/4/2021,4,2021,202104,42021,4,20214,3.19,3.205,22.22,0.7,2601,6.1,42.03571429,0
3/4/2021,4,2021,202104,42021,4,20214,3.19,3.205,22.22,0.7,2601,6.1,42.03571429,0
4/4/2021,4,2021,202104,42021,4,20214,3.19,3.205,22.22,0.7,2601,6.1,42.03571429,0
5/4/2021,4,2021,202104,42021,4,20214,3.02,3.2125,22.22,0.7,2601,6.1,42.03571429,0
6/4/2021,4,2021,202104,42021,4,20214,3.02,3.2125,22.22,0.7,2601,6.1,42.03571429,0
7/4/2021,4,2021,202104,42021,4,20214,3.02,3.2125,22.22,0.7,2601,6.1,42.03571429,0
8/4/2021,4,2021,202104,42021,4,20214,3.02,3.2125,22.22,0.7,2601,6.1,42.03571429,0
9/4/2021,4,2021,202104,42021,4,20214,3.02,3.2125,22.22,0.7,2601,6.1,42.03571429,0
10/4/2021,4,2021,202104,42021,4,20214,3.02,3.2125,22.22,0.7,2601,6.1,42.03571429,0
11/4/2021,4,2021,202104,42021,4,20214,3.02,3.2125,22.22,0.7,2601,6.1,42.03571429,0
12/4/2021,4,2021,202104,42021,4,20214,2.91,3.3,22.22,0.7,2601,6.1,42.03571429,0
13/04/2021,4,2021,202104,42021,4,20214,2.91,3.3,22.22,0.7,2601,6.1,42.03571429,0
14/04/2021,4,2021,202104,42021,4,20214,2.91,3.3,22.22,0.7,2601,6.1,42.03571429,0
15/04/2021,4,2021,202104,42021,4,20214,2.91,3.3,22.22,0.7,2601,6.1,42.03571429,0
16/04/2021,4,2021,202104,42021,4,20214,2.91,3.3,22.22,0.7,2601,6.1,42.03571429,0
17/04/2021,4,2021,202104,42021,4,20214,2.91,3.3,22.22,0.7,2601,6.1,42.03571429,0
18/04/2021,4,2021,202104,42021,4,20214,2.91,3.3,22.22,0.7,2601,6.1,42.03571429,0
19/04/2021,4,2021,202104,42021,4,20214,3.1,3.3625,22.22,0.7,2601,6.1,42.03571429,0
20/04/2021,4,2021,202104,42021,4,20214,3.1,3.3625,22.22,0.7,2601,6.1,42.03571429,0
21/04/2021,4,2021,202104,42021,4,20214,3.1,3.3625,22.22,0.7,2601,6.1,42.03571429,0
22/04/2021,4,2021,202104,42021,4,20214,3.1,3.3625,18.4,0.7,2601,6.1,42.03571429,0
23/04/2021,4,2021,202104,42021,4,20214,3.1,3.3625,18.4,0.7,2601,6.1,42.03571429,0
24/04/2021,4,2021,202104,42021,4,20214,3.1,3.3625,18.4,0.7,2601,6.1,42.03571429,0
25/04/2021,4,2021,202104,42021,5,20215,3.1,3.3625,18.4,0.7,3145.214286,6.1,36.25,0
26/04/2021,4,2021,202104,42021,5,20215,3.25,3.435,18.4,0.7,3145.214286,6.1,36.25,0
27/04/2021,4,2021,202104,42021,5,20215,3.25,3.435,18.4,0.7,3145.214286,6.1,36.25,0
28/04/2021,4,2021,202104,42021,5,20215,3.25,3.435,18.4,0.7,3145.214286,6.1,36.25,0
29/04/2021,4,2021,202104,42021,5,20215,3.25,3.435,18.4,0.7,3145.214286,6.1,36.25,0
30/04/2021,4,2021,202104,42021,5,20215,3.25,3.435,18.4,0.7,3145.214286,6.1,36.25,0
1/5/2021,5,2021,202105,52021,5,20215,3.25,3.435,18.4,0.7,3145.214286,5.8,36.25,0
2/5/2021,5,2021,202105,52021,5,20215,3.25,3.435,18.4,0.7,3145.214286,5.8,36.25,0
3/5/2021,5,2021,202105,52021,5,20215,2.72,3.26,18.4,0.7,3145.214286,5.8,36.25,0
4/5/2021,5,2021,202105,52021,5,20215,2.72,3.26,18.4,0.7,3145.214286,5.8,36.25,0
5/5/2021,5,2021,202105,52021,5,20215,2.72,3.26,18.4,0.7,3145.214286,5.8,36.25,0
6/5/2021,5,2021,202105,52021,5,20215,2.72,3.26,18.4,0.7,3145.214286,5.8,36.25,0
7/5/2021,5,2021,202105,52021,5,20215,2.72,3.26,18.4,0.7,3145.214286,5.8,36.25,0
8/5/2021,5,2021,202105,52021,5,20215,2.72,3.26,18.4,0.7,3145.214286,5.8,36.25,0
9/5/2021,5,2021,202105,52021,5,20215,2.72,3.26,18.4,0.7,3145.214286,5.8,36.25,0
10/5/2021,5,2021,202105,52021,5,20215,2.55,3.17,18.4,0.7,3145.214286,5.8,36.25,0
11/5/2021,5,2021,202105,52021,5,20215,2.55,3.17,18.4,0.7,3145.214286,5.8,36.25,0
12/5/2021,5,2021,202105,52021,5,20215,2.55,3.17,18.4,0.7,3145.214286,5.8,36.25,0
13/05/2021,5,2021,202105,52021,5,20215,2.55,3.17,18.4,0.7,3145.214286,5.8,36.25,0
14/05/2021,5,2021,202105,52021,5,20215,2.55,3.17,18.4,0.7,3145.214286,5.8,36.25,0
15/05/2021,5,2021,202105,52021,5,20215,2.55,3.17,18.4,0.7,3145.214286,5.8,36.25,0
16/05/2021,5,2021,202105,52021,5,20215,2.55,3.17,18.4,0.7,3145.214286,5.8,36.25,0
17/05/2021,5,2021,202105,52021,5,20215,2.55,3.22,18.4,0.7,3145.214286,5.8,36.25,0
18/05/2021,5,2021,202105,52021,5,20215,2.55,3.22,18.4,0.7,3145.214286,5.8,36.25,0
19/05/2021,5,2021,202105,52021,5,20215,2.55,3.22,18.4,0.7,3145.214286,5.8,36.25,0
20/05/2021,5,2021,202105,52021,5,20215,2.55,3.22,18.4,0.7,3145.214286,5.8,36.25,0
21/05/2021,5,2021,202105,52021,5,20215,2.55,3.22,18.4,0.7,3145.214286,5.8,36.25,0
22/05/2021,5,2021,202105,52021,5,20215,2.55,3.22,18.4,0.7,3145.214286,5.8,36.25,0
23/05/2021,5,2021,202105,52021,6,20216,2.55,3.22,18.4,0.7,3329.992857,5.8,36.25,0
24/05/2021,5,2021,202105,52021,6,20216,2.55,3.33,18.4,0.7,3329.992857,5.8,36.25,0
25/05/2021,5,2021,202105,52021,6,20216,2.55,3.33,18.4,0.7,3329.992857,5.8,36.25,0
26/05/2021,5,2021,202105,52021,6,20216,2.55,3.33,18.4,0.7,3329.992857,5.8,36.25,0
27/05/2021,5,2021,202105,52021,6,20216,2.55,3.33,18.4,0.7,3329.992857,5.8,36.25,0
28/05/2021,5,2021,202105,52021,6,20216,2.55,3.33,18.4,0.7,3329.992857,5.8,36.25,0
29/05/2021,5,2021,202105,52021,6,20216,2.55,3.33,18.4,0.7,3329.992857,5.8,36.25,0
30/05/2021,5,2021,202105,52021,6,20216,2.55,3.33,18.4,0.7,3329.992857,5.8,36.25,0
31/05/2021,5,2021,202105,52021,6,20216,2.56,3.2125,18.4,0.7,3329.992857,5.8,36.25,0
1/6/2021,6,2021,202106,62021,6,20216,2.56,3.2125,18.4,0.8,3329.992857,5.9,36.25,0
2/6/2021,6,2021,202106,62021,6,20216,2.56,3.2125,18.4,0.8,3329.992857,5.9,36.25,0
3/6/2021,6,2021,202106,62021,6,20216,2.56,3.2125,18.4,0.8,3329.992857,5.9,36.25,0
4/6/2021,6,2021,202106,62021,6,20216,2.56,3.2125,18.4,0.8,3329.992857,5.9,36.25,0
5/6/2021,6,2021,202106,62021,6,20216,2.56,3.2125,18.4,0.8,3329.992857,5.9,36.25,0
6/6/2021,6,2021,202106,62021,6,20216,2.56,3.2125,18.4,0.8,3329.992857,5.9,36.25,0
7/6/2021,6,2021,202106,62021,6,20216,3,3.17,18.4,0.8,3329.992857,5.9,36.25,0
8/6/2021,6,2021,202106,62021,6,20216,3,3.17,18.4,0.8,3329.992857,5.9,36.25,0
9/6/2021,6,2021,202106,62021,6,20216,3,3.17,18.4,0.8,3329.992857,5.9,36.25,0
10/6/2021,6,2021,202106,62021,6,20216,3,3.17,18.4,0.8,3329.992857,5.9,36.25,0
11/6/2021,6,2021,202106,62021,6,20216,3,3.17,18.4,0.8,3329.992857,5.9,36.25,0
12/6/2021,6,2021,202106,62021,6,20216,3,3.17,18.4,0.8,3329.992857,5.9,36.25,0
13/06/2021,6,2021,202106,62021,6,20216,3,3.17,18.4,0.8,3329.992857,5.9,36.25,0
14/06/2021,6,2021,202106,62021,6,20216,3.23,3.2975,18.4,0.8,3329.992857,5.9,36.25,0
15/06/2021,6,2021,202106,62021,6,20216,3.23,3.2975,18.4,0.8,3329.992857,5.9,36.25,0
16/06/2021,6,2021,202106,62021,6,20216,3.23,3.2975,18.4,0.8,3329.992857,5.9,36.25,0
17/06/2021,6,2021,202106,62021,6,20216,3.23,3.2975,18.4,0.8,3329.992857,5.9,36.25,0
18/06/2021,6,2021,202106,62021,6,20216,3.23,3.2975,18.4,0.8,3329.992857,5.9,36.25,0
19/06/2021,6,2021,202106,62021,6,20216,3.23,3.2975,18.4,0.8,3329.992857,5.9,36.25,0
20/06/2021,6,2021,202106,62021,7,20217,3.23,3.2975,18.4,0.8,2401.312143,5.9,40.71428571,0
21/06/2021,6,2021,202106,62021,7,20217,3.24,3.305,18.4,0.8,2401.312143,5.9,40.71428571,0
22/06/2021,6,2021,202106,62021,7,20217,3.24,3.305,18.4,0.8,2401.312143,5.9,40.71428571,0
23/06/2021,6,2021,202106,62021,7,20217,3.24,3.305,18.4,0.8,2401.312143,5.9,40.71428571,0
24/06/2021,6,2021,202106,62021,7,20217,3.24,3.305,18.4,0.8,2401.312143,5.9,40.71428571,0
25/06/2021,6,2021,202106,62021,7,20217,3.24,3.305,18.4,0.8,2401.312143,5.9,40.71428571,0
26/06/2021,6,2021,202106,62021,7,20217,3.24,3.305,18.4,0.8,2401.312143,5.9,40.71428571,0
27/06/2021,6,2021,202106,62021,7,20217,3.24,3.305,18.4,0.8,2401.312143,5.9,40.71428571,0
28/06/2021,6,2021,202106,62021,7,20217,2.63,3.1575,18.4,0.8,2401.312143,5.9,40.71428571,0
29/06/2021,6,2021,202106,62021,7,20217,2.63,3.1575,18.4,0.8,2401.312143,5.9,40.71428571,0
30/06/2021,6,2021,202106,62021,7,20217,2.63,3.1575,18.4,0.8,2401.312143,5.9,40.71428571,0
1/7/2021,7,2021,202107,72021,7,20217,2.63,3.1575,1.03,0.4,2401.312143,5.4,40.71428571,0
2/7/2021,7,2021,202107,72021,7,20217,2.63,3.1575,1.03,0.4,2401.312143,5.4,40.71428571,0
3/7/2021,7,2021,202107,72021,7,20217,2.63,3.1575,1.03,0.4,2401.312143,5.4,40.71428571,0
4/7/2021,7,2021,202107,72021,7,20217,2.63,3.1575,1.03,0.4,2401.312143,5.4,40.71428571,0
5/7/2021,7,2021,202107,72021,7,20217,2.51,3.315,1.03,0.4,2401.312143,5.4,40.71428571,0
6/7/2021,7,2021,202107,72021,7,20217,2.51,3.315,1.03,0.4,2401.312143,5.4,40.71428571,0
7/7/2021,7,2021,202107,72021,7,20217,2.51,3.315,1.03,0.4,2401.312143,5.4,40.71428571,0
8/7/2021,7,2021,202107,72021,7,20217,2.51,3.315,1.03,0.4,2401.312143,5.4,40.71428571,0
9/7/2021,7,2021,202107,72021,7,20217,2.51,3.315,1.03,0.4,2401.312143,5.4,40.71428571,0
10/7/2021,7,2021,202107,72021,7,20217,2.51,3.315,1.03,0.4,2401.312143,5.4,40.71428571,0
11/7/2021,7,2021,202107,72021,7,20217,2.51,3.315,1.03,0.4,2401.312143,5.4,40.71428571,0
12/7/2021,7,2021,202107,72021,7,20217,2.52,3.5575,1.03,0.4,2401.312143,5.4,40.71428571,0
13/07/2021,7,2021,202107,72021,7,20217,2.52,3.5575,1.03,0.4,2401.312143,5.4,40.71428571,0
14/07/2021,7,2021,202107,72021,7,20217,2.52,3.5575,1.03,0.4,2401.312143,5.4,40.71428571,0
15/07/2021,7,2021,202107,72021,7,20217,2.52,3.5575,1.03,0.4,2401.312143,5.4,40.71428571,0
16/07/2021,7,2021,202107,72021,7,20217,2.52,3.5575,1.03,0.4,2401.312143,5.4,40.71428571,0
17/07/2021,7,2021,202107,72021,7,20217,2.52,3.5575,1.03,0.4,2401.312143,5.4,40.71428571,0
18/07/2021,7,2021,202107,72021,8,20218,2.52,3.5575,1.03,0.4,3216.855,5.4,39.78571429,0
19/07/2021,7,2021,202107,72021,8,20218,2.53,3.61,1.03,0.4,3216.855,5.4,39.78571429,0
20/07/2021,7,2021,202107,72021,8,20218,2.53,3.61,1.03,0.4,3216.855,5.4,39.78571429,0
21/07/2021,7,2021,202107,72021,8,20218,2.53,3.61,1.03,0.4,3216.855,5.4,39.78571429,0
22/07/2021,7,2021,202107,72021,8,20218,2.53,3.61,1.03,0.4,3216.855,5.4,39.78571429,0
23/07/2021,7,2021,202107,72021,8,20218,2.53,3.61,1.03,0.4,3216.855,5.4,39.78571429,0
24/07/2021,7,2021,202107,72021,8,20218,2.53,3.61,1.03,0.4,3216.855,5.4,39.78571429,0
25/07/2021,7,2021,202107,72021,8,20218,2.53,3.61,1.03,0.4,3216.855,5.4,39.78571429,0
26/07/2021,7,2021,202107,72021,8,20218,3,3.6875,1.03,0.4,3216.855,5.4,39.78571429,0
27/07/2021,7,2021,202107,72021,8,20218,3,3.6875,1.03,0.4,3216.855,5.4,39.78571429,0
28/07/2021,7,2021,202107,72021,8,20218,3,3.6875,1.03,0.4,3216.855,5.4,39.78571429,0
29/07/2021,7,2021,202107,72021,8,20218,3,3.6875,1.03,0.4,3216.855,5.4,39.78571429,0
30/07/2021,7,2021,202107,72021,8,20218,3,3.6875,1.03,0.4,3216.855,5.4,39.78571429,0
31/07/2021,7,2021,202107,72021,8,20218,3,3.6875,1.03,0.4,3216.855,5.4,39.78571429,0
1/8/2021,8,2021,202108,82021,8,20218,3,3.6875,1.03,0.4,3216.855,5.2,39.78571429,0
2/8/2021,8,2021,202108,82021,8,20218,3.27,3.6425,1.03,0.4,3216.855,5.2,39.78571429,0
3/8/2021,8,2021,202108,82021,8,20218,3.27,3.6425,1.03,0.4,3216.855,5.2,39.78571429,0
4/8/2021,8,2021,202108,82021,8,20218,3.27,3.6425,1.03,0.4,3216.855,5.2,39.78571429,0
5/8/2021,8,2021,202108,82021,8,20218,3.27,3.6425,1.03,0.4,3216.855,5.2,39.78571429,0
6/8/2021,8,2021,202108,82021,8,20218,3.27,3.6425,1.03,0.4,3216.855,5.2,39.78571429,0
7/8/2021,8,2021,202108,82021,8,20218,3.27,3.6425,1.03,0.4,3216.855,5.2,39.78571429,0
8/8/2021,8,2021,202108,82021,8,20218,3.27,3.6425,1.03,0.4,3216.855,5.2,39.78571429,0
9/8/2021,8,2021,202108,82021,8,20218,3.29,3.5825,1.03,0.4,3216.855,5.2,39.78571429,0
10/8/2021,8,2021,202108,82021,8,20218,3.29,3.5825,1.03,0.4,3216.855,5.2,39.78571429,0
11/8/2021,8,2021,202108,82021,8,20218,3.29,3.5825,1.03,0.4,3216.855,5.2,39.78571429,0
12/8/2021,8,2021,202108,82021,8,20218,3.29,3.5825,1.03,0.4,3216.855,5.2,39.78571429,0
13/08/2021,8,2021,202108,82021,8,20218,3.29,3.5825,1.03,0.4,3216.855,5.2,39.78571429,0
14/08/2021,8,2021,202108,82021,8,20218,3.29,3.5825,1.03,0.4,3216.855,5.2,39.78571429,0
15/08/2021,8,2021,202108,82021,9,20219,3.29,3.5825,1.03,0.4,2254.576071,5.2,62.89285714,0
16/08/2021,8,2021,202108,82021,9,20219,3.28,3.5075,1.03,0.4,2254.576071,5.2,62.89285714,0
17/08/2021,8,2021,202108,82021,9,20219,3.28,3.5075,1.03,0.4,2254.576071,5.2,62.89285714,0
18/08/2021,8,2021,202108,82021,9,20219,3.28,3.5075,1.03,0.4,2254.576071,5.2,62.89285714,0
19/08/2021,8,2021,202108,82021,9,20219,3.28,3.5075,1.03,0.4,2254.576071,5.2,62.89285714,0
20/08/2021,8,2021,202108,82021,9,20219,3.28,3.5075,1.03,0.4,2254.576071,5.2,62.89285714,0
21/08/2021,8,2021,202108,82021,9,20219,3.28,3.5075,1.03,0.4,2254.576071,5.2,62.89285714,0
22/08/2021,8,2021,202108,82021,9,20219,3.28,3.5075,1.03,0.4,2254.576071,5.2,62.89285714,0
23/08/2021,8,2021,202108,82021,9,20219,2.9,3.5225,1.03,0.4,2254.576071,5.2,62.89285714,0
24/08/2021,8,2021,202108,82021,9,20219,2.9,3.5225,1.03,0.4,2254.576071,5.2,62.89285714,0
25/08/2021,8,2021,202108,82021,9,20219,2.9,3.5225,1.03,0.4,2254.576071,5.2,62.89285714,0
26/08/2021,8,2021,202108,82021,9,20219,2.9,3.5225,1.03,0.4,2254.576071,5.2,62.89285714,0
27/08/2021,8,2021,202108,82021,9,20219,2.9,3.5225,1.03,0.4,2254.576071,5.2,62.89285714,0
28/08/2021,8,2021,202108,82021,9,20219,2.9,3.5225,1.03,0.4,2254.576071,5.2,62.89285714,0
29/08/2021,8,2021,202108,82021,9,20219,2.9,3.5225,1.03,0.4,2254.576071,5.2,62.89285714,0
30/08/2021,8,2021,202108,82021,9,20219,2.73,3.515,1.03,0.4,2254.576071,5.2,62.89285714,0
31/08/2021,8,2021,202108,82021,9,20219,2.73,3.515,1.03,0.4,2254.576071,5.2,62.89285714,0
1/9/2021,9,2021,202109,92021,9,20219,2.73,3.515,1.03,0.4,2254.576071,4.8,62.89285714,0
2/9/2021,9,2021,202109,92021,9,20219,2.73,3.515,1.03,0.4,2254.576071,4.8,62.89285714,0
3/9/2021,9,2021,202109,92021,9,20219,2.73,3.515,1.03,0.4,2254.576071,4.8,62.89285714,0
4/9/2021,9,2021,202109,92021,9,20219,2.73,3.515,1.03,0.4,2254.576071,4.8,62.89285714,0
5/9/2021,9,2021,202109,92021,9,20219,2.73,3.515,1.03,0.4,2254.576071,4.8,62.89285714,0
6/9/2021,9,2021,202109,92021,9,20219,2.77,3.545,1.03,0.4,2254.576071,4.8,62.89285714,0
7/9/2021,9,2021,202109,92021,9,20219,2.77,3.545,1.03,0.4,2254.576071,4.8,62.89285714,0
8/9/2021,9,2021,202109,92021,9,20219,2.77,3.545,1.03,0.4,2254.576071,4.8,62.89285714,0
9/9/2021,9,2021,202109,92021,9,20219,2.77,3.545,1.03,0.4,2254.576071,4.8,62.89285714,0
10/9/2021,9,2021,202109,92021,9,20219,2.77,3.545,1.03,0.4,2254.576071,4.8,62.89285714,0
11/9/2021,9,2021,202109,92021,9,20219,2.77,3.545,1.03,0.4,2254.576071,4.8,62.89285714,0
12/9/2021,9,2021,202109,92021,10,202110,2.77,3.545,1.03,0.4,2354.927143,4.8,173.25,0
13/09/2021,9,2021,202109,92021,10,202110,2.77,3.5875,1.03,0.4,2354.927143,4.8,173.25,0
14/09/2021,9,2021,202109,92021,10,202110,2.77,3.5875,1.03,0.4,2354.927143,4.8,173.25,0
15/09/2021,9,2021,202109,92021,10,202110,2.77,3.5875,1.03,0.4,2354.927143,4.8,173.25,0
16/09/2021,9,2021,202109,92021,10,202110,2.77,3.5875,1.03,0.4,2354.927143,4.8,173.25,0
17/09/2021,9,2021,202109,92021,10,202110,2.77,3.5875,13.42,0.4,2354.927143,4.8,173.25,0
18/09/2021,9,2021,202109,92021,10,202110,2.77,3.5875,13.42,0.4,2354.927143,4.8,173.25,0
19/09/2021,9,2021,202109,92021,10,202110,2.77,3.5875,13.42,0.4,2354.927143,4.8,173.25,0
20/09/2021,9,2021,202109,92021,10,202110,3.08,3.645,13.42,0.4,2354.927143,4.8,173.25,0
21/09/2021,9,2021,202109,92021,10,202110,3.08,3.645,13.42,0.4,2354.927143,4.8,173.25,0
22/09/2021,9,2021,202109,92021,10,202110,3.08,3.645,13.42,0.4,2354.927143,4.8,173.25,0
23/09/2021,9,2021,202109,92021,10,202110,3.08,3.645,13.42,0.4,2354.927143,4.8,173.25,0
24/09/2021,9,2021,202109,92021,10,202110,3.08,3.645,13.42,0.4,2354.927143,4.8,173.25,0
25/09/2021,9,2021,202109,92021,10,202110,3.08,3.645,13.42,0.4,2354.927143,4.8,173.25,0
26/09/2021,9,2021,202109,92021,10,202110,3.08,3.645,13.42,0.4,2354.927143,4.8,173.25,0
27/09/2021,9,2021,202109,92021,10,202110,3.23,3.665,13.42,0.4,2354.927143,4.8,173.25,0
28/09/2021,9,2021,202109,92021,10,202110,3.23,3.665,13.42,0.4,2354.927143,4.8,173.25,0
29/09/2021,9,2021,202109,92021,10,202110,3.23,3.665,13.42,0.4,2354.927143,4.8,173.25,0
30/09/2021,9,2021,202109,92021,10,202110,3.23,3.665,13.42,0.4,2354.927143,4.8,173.25,0
1/10/2021,10,2021,202110,102021,10,202110,3.23,3.665,13.42,0.9,2354.927143,4.5,173.25,0
2/10/2021,10,2021,202110,102021,10,202110,3.23,3.665,13.42,0.9,2354.927143,4.5,173.25,0
