Date,Month,Year,yearmonth,monthyear,Period,yearPeriod,BP_Price,Average_Price,Sales,Inflation,Facebook_Spend,Employment,Amazon_Spend,Instacart_Spend
3/10/2021,10,2021,202110,102021,10,202110,3.23,3.665,13.42,0.9,2354.927143,4.5,173.25,0
4/10/2021,10,2021,202110,102021,10,202110,3.25,3.5525,13.42,0.9,2354.927143,4.5,173.25,0
5/10/2021,10,2021,202110,102021,10,202110,3.25,3.5525,13.42,0.9,2354.927143,4.5,173.25,0
6/10/2021,10,2021,202110,102021,10,202110,3.25,3.5525,13.42,0.9,2354.927143,4.5,173.25,0
7/10/2021,10,2021,202110,102021,10,202110,3.25,3.5525,13.42,0.9,2354.927143,4.5,173.25,0
8/10/2021,10,2021,202110,102021,10,202110,3.25,3.5525,13.42,0.9,2354.927143,4.5,173.25,0
9/10/2021,10,2021,202110,102021,10,202110,3.25,3.5525,13.42,0.9,2354.927143,4.5,173.25,0
10/10/2021,10,2021,202110,102021,11,202111,3.25,3.5525,13.42,0.9,3121.180357,4.5,146.5,0
11/10/2021,10,2021,202110,102021,11,202111,3.24,3.5675,13.42,0.9,3121.180357,4.5,146.5,0
12/10/2021,10,2021,202110,102021,11,202111,3.24,3.5675,13.42,0.9,3121.180357,4.5,146.5,0
13/10/2021,10,2021,202110,102021,11,202111,3.24,3.5675,13.42,0.9,3121.180357,4.5,146.5,0
14/10/2021,10,2021,202110,102021,11,202111,3.24,3.5675,13.42,0.9,3121.180357,4.5,146.5,0
15/10/2021,10,2021,202110,102021,11,202111,3.24,3.5675,13.42,0.9,3121.180357,4.5,146.5,0
16/10/2021,10,2021,202110,102021,11,202111,3.24,3.5675,13.42,0.9,3121.180357,4.5,146.5,0
17/10/2021,10,2021,202110,102021,11,202111,3.24,3.5675,13.42,0.9,3121.180357,4.5,146.5,0
18/10/2021,10,2021,202110,102021,11,202111,3.22,3.6,13.42,0.9,3121.180357,4.5,146.5,0
19/10/2021,10,2021,202110,102021,11,202111,3.22,3.6,13.42,0.9,3121.180357,4.5,146.5,0
20/10/2021,10,2021,202110,102021,11,202111,3.22,3.6,13.42,0.9,3121.180357,4.5,146.5,0
21/10/2021,10,2021,202110,102021,11,202111,3.22,3.6,13.42,0.9,3121.180357,4.5,146.5,0
22/10/2021,10,2021,202110,102021,11,202111,3.22,3.6,13.42,0.9,3121.180357,4.5,146.5,0
23/10/2021,10,2021,202110,102021,11,202111,3.22,3.6,13.42,0.9,3121.180357,4.5,146.5,0
24/10/2021,10,2021,202110,102021,11,202111,3.22,3.6,13.42,0.9,3121.180357,4.5,146.5,0
25/10/2021,10,2021,202110,102021,11,202111,3.2,3.675,13.42,0.9,3121.180357,4.5,146.5,0
26/10/2021,10,2021,202110,102021,11,202111,3.2,3.675,13.42,0.9,3121.180357,4.5,146.5,0
27/10/2021,10,2021,202110,102021,11,202111,3.2,3.675,13.42,0.9,3121.180357,4.5,146.5,0
28/10/2021,10,2021,202110,102021,11,202111,3.2,3.675,13.42,0.9,3121.180357,4.5,146.5,0
29/10/2021,10,2021,202110,102021,11,202111,3.2,3.675,13.42,0.9,3121.180357,4.5,146.5,0
30/10/2021,10,2021,202110,102021,11,202111,3.2,3.675,13.42,0.9,3121.180357,4.5,146.5,0
31/10/2021,10,2021,202110,102021,11,202111,3.2,3.675,13.42,0.9,3121.180357,4.5,146.5,0
1/11/2021,11,2021,202111,112021,11,202111,3.22,3.6875,13.42,0.8,3121.180357,4.2,146.5,0
2/11/2021,11,2021,202111,112021,11,202111,3.22,3.6875,13.42,0.8,3121.180357,4.2,146.5,0
3/11/2021,11,2021,202111,112021,11,202111,3.22,3.6875,13.42,0.8,3121.180357,4.2,146.5,0
4/11/2021,11,2021,202111,112021,11,202111,3.22,3.6875,13.42,0.8,3121.180357,4.2,146.5,0
5/11/2021,11,2021,202111,112021,11,202111,3.22,3.6875,13.42,0.8,3121.180357,4.2,146.5,0
6/11/2021,11,2021,202111,112021,11,202111,3.22,3.6875,13.42,0.8,3121.180357,4.2,146.5,0
7/11/2021,11,2021,202111,112021,12,202112,3.22,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
8/11/2021,11,2021,202111,112021,12,202112,3.21,3.6525,13.42,0.8,2787.522857,4.2,138.8928571,0
9/11/2021,11,2021,202111,112021,12,202112,3.21,3.6525,13.42,0.8,2787.522857,4.2,138.8928571,0
10/11/2021,11,2021,202111,112021,12,202112,3.21,3.6525,13.42,0.8,2787.522857,4.2,138.8928571,0
11/11/2021,11,2021,202111,112021,12,202112,3.21,3.6525,13.42,0.8,2787.522857,4.2,138.8928571,0
12/11/2021,11,2021,202111,112021,12,202112,3.21,3.6525,13.42,0.8,2787.522857,4.2,138.8928571,0
13/11/2021,11,2021,202111,112021,12,202112,3.21,3.6525,13.42,0.8,2787.522857,4.2,138.8928571,0
14/11/2021,11,2021,202111,112021,12,202112,3.21,3.6525,13.42,0.8,2787.522857,4.2,138.8928571,0
15/11/2021,11,2021,202111,112021,12,202112,2.99,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
16/11/2021,11,2021,202111,112021,12,202112,2.99,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
17/11/2021,11,2021,202111,112021,12,202112,2.99,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
18/11/2021,11,2021,202111,112021,12,202112,2.99,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
19/11/2021,11,2021,202111,112021,12,202112,2.99,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
20/11/2021,11,2021,202111,112021,12,202112,2.99,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
21/11/2021,11,2021,202111,112021,12,202112,2.99,3.6875,13.42,0.8,2787.522857,4.2,138.8928571,0
22/11/2021,11,2021,202111,112021,12,202112,2.94,3.7575,13.42,0.8,2787.522857,4.2,138.8928571,0
23/11/2021,11,2021,202111,112021,12,202112,2.94,3.7575,13.42,0.8,2787.522857,4.2,138.8928571,0
24/11/2021,11,2021,202111,112021,12,202112,2.94,3.7575,13.42,0.8,2787.522857,4.2,138.8928571,0
25/11/2021,11,2021,202111,112021,12,202112,2.94,3.7575,13.42,0.8,2787.522857,4.2,138.8928571,0
26/11/2021,11,2021,202111,112021,12,202112,2.94,3.7575,13.42,0.8,2787.522857,4.2,138.8928571,0
27/11/2021,11,2021,202111,112021,12,202112,2.94,3.7575,13.42,0.8,2787.522857,4.2,138.8928571,0
28/11/2021,11,2021,202111,112021,12,202112,2.94,3.7575,13.42,0.8,2787.522857,4.2,138.8928571,0
29/11/2021,11,2021,202111,112021,12,202112,2.93,3.5625,13.42,0.8,2787.522857,4.2,138.8928571,0
30/11/2021,11,2021,202111,112021,12,202112,2.93,3.5625,13.42,0.8,2787.522857,4.2,138.8928571,0
1/12/2021,12,2021,202112,122021,12,202112,2.93,3.5625,13.42,0.8,2787.522857,3.9,138.8928571,0
2/12/2021,12,2021,202112,122021,12,202112,2.93,3.5625,13.42,0.8,2787.522857,3.9,138.8928571,0
3/12/2021,12,2021,202112,122021,12,202112,2.93,3.5625,13.42,0.8,2787.522857,3.9,138.8928571,0
4/12/2021,12,2021,202112,122021,12,202112,2.93,3.5625,13.42,0.8,2787.522857,3.9,138.8928571,0
5/12/2021,12,2021,202112,122021,13,202113,2.93,3.5625,13.42,0.8,2724.318929,3.9,79.25,0
6/12/2021,12,2021,202112,122021,13,202113,2.94,3.5125,13.42,0.8,2724.318929,3.9,79.25,0
7/12/2021,12,2021,202112,122021,13,202113,2.94,3.5125,13.42,0.8,2724.318929,3.9,79.25,0
8/12/2021,12,2021,202112,122021,13,202113,2.94,3.5125,13.42,0.8,2724.318929,3.9,79.25,0
9/12/2021,12,2021,202112,122021,13,202113,2.94,3.5125,0.96,0.8,2724.318929,3.9,79.25,0
10/12/2021,12,2021,202112,122021,13,202113,2.94,3.5125,0.96,0.8,2724.318929,3.9,79.25,0
11/12/2021,12,2021,202112,122021,13,202113,2.94,3.5125,0.96,0.8,2724.318929,3.9,79.25,0
12/12/2021,12,2021,202112,122021,13,202113,2.94,3.5125,0.96,0.8,2724.318929,3.9,79.25,0
13/12/2021,12,2021,202112,122021,13,202113,3.23,3.5575,0.96,0.8,2724.318929,3.9,79.25,0
14/12/2021,12,2021,202112,122021,13,202113,3.23,3.5575,0.96,0.8,2724.318929,3.9,79.25,0
15/12/2021,12,2021,202112,122021,13,202113,3.23,3.5575,0.96,0.8,2724.318929,3.9,79.25,0
16/12/2021,12,2021,202112,122021,13,202113,3.23,3.5575,0.96,0.8,2724.318929,3.9,79.25,0
17/12/2021,12,2021,202112,122021,13,202113,3.23,3.5575,0.96,0.8,2724.318929,3.9,79.25,0
18/12/2021,12,2021,202112,122021,13,202113,3.23,3.5575,0.96,0.8,2724.318929,3.9,79.25,0
19/12/2021,12,2021,202112,122021,13,202113,3.23,3.5575,0.96,0.8,2724.318929,3.9,79.25,0
20/12/2021,12,2021,202112,122021,13,202113,3.39,3.6625,0.96,0.8,2724.318929,3.9,79.25,0
21/12/2021,12,2021,202112,122021,13,202113,3.39,3.6625,0.96,0.8,2724.318929,3.9,79.25,0
22/12/2021,12,2021,202112,122021,13,202113,3.39,3.6625,0.96,0.8,2724.318929,3.9,79.25,0
23/12/2021,12,2021,202112,122021,13,202113,3.39,3.6625,0.96,0.8,2724.318929,3.9,79.25,0
24/12/2021,12,2021,202112,122021,13,202113,3.39,3.6625,0.96,0.8,2724.318929,3.9,79.25,0
25/12/2021,12,2021,202112,122021,13,202113,3.39,3.6625,0.96,0.8,2724.318929,3.9,79.25,0
26/12/2021,12,2021,202112,122021,13,202113,3.39,3.6625,0.96,0.8,2724.318929,3.9,79.25,0
27/12/2021,12,2021,202112,122021,13,202113,3.38,3.5975,0.96,0.8,2724.318929,3.9,79.25,0
28/12/2021,12,2021,202112,122021,13,202113,3.38,3.5975,0.96,0.8,2724.318929,3.9,79.25,0
29/12/2021,12,2021,202112,122021,13,202113,3.38,3.5975,0.96,0.8,2724.318929,3.9,79.25,0
30/12/2021,12,2021,202112,122021,13,202113,3.38,3.5975,0.96,0.8,2724.318929,3.9,79.25,0
31/12/2021,12,2021,202112,122021,13,202113,3.38,3.5975,0.96,0.8,2724.318929,3.9,79.25,0
1/1/2022,1,2022,202201,12022,13,202213,3.38,3.5975,0.96,0.6,522.1917857,4,173.2857143,666.9571429
2/1/2022,1,2022,202201,12022,1,20221,3.38,3.5975,0.96,0.6,3121.269286,4,114.5357143,5.734285714
3/1/2022,1,2022,202201,12022,1,20221,3.25,3.6125,0.96,0.6,3121.269286,4,114.5357143,5.734285714
4/1/2022,1,2022,202201,12022,1,20221,3.25,3.6125,0.96,0.6,3121.269286,4,114.5357143,5.734285714
5/1/2022,1,2022,202201,12022,1,20221,3.25,3.6125,0.96,0.6,3121.269286,4,114.5357143,5.734285714
6/1/2022,1,2022,202201,12022,1,20221,3.25,3.6125,0.96,0.6,3121.269286,4,114.5357143,5.734285714
7/1/2022,1,2022,202201,12022,1,20221,3.25,3.6125,0.96,0.6,3121.269286,4,114.5357143,5.734285714
8/1/2022,1,2022,202201,12022,1,20221,3.25,3.6125,0.96,0.6,3121.269286,4,114.5357143,5.734285714
9/1/2022,1,2022,202201,12022,1,20221,3.25,3.6125,0.96,0.6,3121.269286,4,114.5357143,5.734285714
10/1/2022,1,2022,202201,12022,1,20221,2.88,3.6,0.96,0.6,3121.269286,4,114.5357143,5.734285714
11/1/2022,1,2022,202201,12022,1,20221,2.88,3.6,0.96,0.6,3121.269286,4,114.5357143,5.734285714
12/1/2022,1,2022,202201,12022,1,20221,2.88,3.6,0.96,0.6,3121.269286,4,114.5357143,5.734285714
13/01/2022,1,2022,202201,12022,1,20221,2.88,3.6,0.96,0.6,3121.269286,4,114.5357143,5.734285714
14/01/2022,1,2022,202201,12022,1,20221,2.88,3.6,0.96,0.6,3121.269286,4,114.5357143,5.734285714
15/01/2022,1,2022,202201,12022,1,20221,2.88,3.6,0.96,0.6,3121.269286,4,114.5357143,5.734285714
16/01/2022,1,2022,202201,12022,1,20221,2.88,3.6,0.96,0.6,3121.269286,4,114.5357143,5.734285714
17/01/2022,1,2022,202201,12022,1,20221,2.82,3.6725,0.96,0.6,3121.269286,4,114.5357143,5.734285714
18/01/2022,1,2022,202201,12022,1,20221,2.82,3.6725,0.96,0.6,3121.269286,4,114.5357143,5.734285714
19/01/2022,1,2022,202201,12022,1,20221,2.82,3.6725,0.96,0.6,3121.269286,4,114.5357143,5.734285714
20/01/2022,1,2022,202201,12022,1,20221,2.82,3.6725,0.96,0.6,3121.269286,4,114.5357143,5.734285714
21/01/2022,1,2022,202201,12022,1,20221,2.82,3.6725,0.96,0.6,3121.269286,4,114.5357143,5.734285714
22/01/2022,1,2022,202201,12022,1,20221,2.82,3.6725,0.96,0.6,3121.269286,4,114.5357143,5.734285714
23/01/2022,1,2022,202201,12022,1,20221,2.82,3.6725,0.96,0.6,3121.269286,4,114.5357143,5.734285714
24/01/2022,1,2022,202201,12022,1,20221,2.78,3.695,0.96,0.6,3121.269286,4,114.5357143,5.734285714
25/01/2022,1,2022,202201,12022,1,20221,2.78,3.695,16.83,0.6,3121.269286,4,114.5357143,5.734285714
26/01/2022,1,2022,202201,12022,1,20221,2.78,3.695,16.83,0.6,3121.269286,4,114.5357143,5.734285714
27/01/2022,1,2022,202201,12022,1,20221,2.78,3.695,16.83,0.6,3121.269286,4,114.5357143,5.734285714
28/01/2022,1,2022,202201,12022,1,20221,2.78,3.695,16.83,0.6,3121.269286,4,114.5357143,5.734285714
29/01/2022,1,2022,202201,12022,1,20221,2.78,3.695,16.83,0.6,3121.269286,4,114.5357143,5.734285714
30/01/2022,1,2022,202201,12022,2,20222,2.78,3.695,16.83,0.6,3495.882857,4,179.5,285.9814286
31/01/2022,1,2022,202201,12022,2,20222,2.82,3.75,16.83,0.6,3495.882857,4,179.5,285.9814286
1/2/2022,2,2022,202202,22022,2,20222,2.82,3.75,16.83,0.7,3495.882857,3.8,179.5,285.9814286
2/2/2022,2,2022,202202,22022,2,20222,2.82,3.75,16.83,0.7,3495.882857,3.8,179.5,285.9814286
3/2/2022,2,2022,202202,22022,2,20222,2.82,3.75,16.83,0.7,3495.882857,3.8,179.5,285.9814286
4/2/2022,2,2022,202202,22022,2,20222,2.82,3.75,16.83,0.7,3495.882857,3.8,179.5,285.9814286
5/2/2022,2,2022,202202,22022,2,20222,2.82,3.75,16.83,0.7,3495.882857,3.8,179.5,285.9814286
6/2/2022,2,2022,202202,22022,2,20222,2.82,3.75,16.83,0.7,3495.882857,3.8,179.5,285.9814286
7/2/2022,2,2022,202202,22022,2,20222,2.83,3.765,16.83,0.7,3495.882857,3.8,179.5,285.9814286
8/2/2022,2,2022,202202,22022,2,20222,2.83,3.765,16.83,0.7,3495.882857,3.8,179.5,285.9814286
9/2/2022,2,2022,202202,22022,2,20222,2.83,3.765,16.83,0.7,3495.882857,3.8,179.5,285.9814286
10/2/2022,2,2022,202202,22022,2,20222,2.83,3.765,16.83,0.7,3495.882857,3.8,179.5,285.9814286
11/2/2022,2,2022,202202,22022,2,20222,2.83,3.765,16.83,0.7,3495.882857,3.8,179.5,285.9814286
12/2/2022,2,2022,202202,22022,2,20222,2.83,3.765,16.83,0.7,3495.882857,3.8,179.5,285.9814286
13/02/2022,2,2022,202202,22022,2,20222,2.83,3.765,16.83,0.7,3495.882857,3.8,179.5,285.9814286
14/02/2022,2,2022,202202,22022,2,20222,2.84,3.8925,16.83,0.7,3495.882857,3.8,179.5,285.9814286
15/02/2022,2,2022,202202,22022,2,20222,2.84,3.8925,16.83,0.7,3495.882857,3.8,179.5,285.9814286
16/02/2022,2,2022,202202,22022,2,20222,2.84,3.8925,16.83,0.7,3495.882857,3.8,179.5,285.9814286
17/02/2022,2,2022,202202,22022,2,20222,2.84,3.8925,16.83,0.7,3495.882857,3.8,179.5,285.9814286
18/02/2022,2,2022,202202,22022,2,20222,2.84,3.8925,2.56,0.7,3495.882857,3.8,179.5,285.9814286
19/02/2022,2,2022,202202,22022,2,20222,2.84,3.8925,2.56,0.7,3495.882857,3.8,179.5,285.9814286
20/02/2022,2,2022,202202,22022,2,20222,2.84,3.8925,2.56,0.7,3495.882857,3.8,179.5,285.9814286
21/02/2022,2,2022,202202,22022,2,20222,2.83,4.08,2.56,0.7,3495.882857,3.8,179.5,285.9814286
22/02/2022,2,2022,202202,22022,2,20222,2.83,4.08,2.56,0.7,3495.882857,3.8,179.5,285.9814286
23/02/2022,2,2022,202202,22022,2,20222,2.83,4.08,2.56,0.7,3495.882857,3.8,179.5,285.9814286
24/02/2022,2,2022,202202,22022,2,20222,2.83,4.08,2.56,0.7,3495.882857,3.8,179.5,285.9814286
25/02/2022,2,2022,202202,22022,2,20222,2.83,4.08,2.56,0.7,3495.882857,3.8,179.5,285.9814286
26/02/2022,2,2022,202202,22022,2,20222,2.83,4.08,2.56,0.7,3495.882857,3.8,179.5,285.9814286
27/02/2022,2,2022,202202,22022,3,20223,2.83,4.08,2.56,0.7,2781.328929,3.8,208.8571429,241.2832143
28/02/2022,2,2022,202202,22022,3,20223,2.83,3.9725,2.56,0.7,2781.328929,3.8,208.8571429,241.2832143
1/3/2022,3,2022,202203,32022,3,20223,2.83,3.9725,2.56,1,2781.328929,3.6,208.8571429,241.2832143
2/3/2022,3,2022,202203,32022,3,20223,2.83,3.9725,2.56,1,2781.328929,3.6,208.8571429,241.2832143
3/3/2022,3,2022,202203,32022,3,20223,2.83,3.9725,2.56,1,2781.328929,3.6,208.8571429,241.2832143
4/3/2022,3,2022,202203,32022,3,20223,2.83,3.9725,2.56,1,2781.328929,3.6,208.8571429,241.2832143
5/3/2022,3,2022,202203,32022,3,20223,2.83,3.9725,2.56,1,2781.328929,3.6,208.8571429,241.2832143
6/3/2022,3,2022,202203,32022,3,20223,2.83,3.9725,2.56,1,2781.328929,3.6,208.8571429,241.2832143
7/3/2022,3,2022,202203,32022,3,20223,2.83,3.9,2.56,1,2781.328929,3.6,208.8571429,241.2832143
8/3/2022,3,2022,202203,32022,3,20223,2.83,3.9,2.56,1,2781.328929,3.6,208.8571429,241.2832143
9/3/2022,3,2022,202203,32022,3,20223,2.83,3.9,2.56,1,2781.328929,3.6,208.8571429,241.2832143
10/3/2022,3,2022,202203,32022,3,20223,2.83,3.9,2.56,1,2781.328929,3.6,208.8571429,241.2832143
11/3/2022,3,2022,202203,32022,3,20223,2.83,3.9,2.56,1,2781.328929,3.6,208.8571429,241.2832143
12/3/2022,3,2022,202203,32022,3,20223,2.83,3.9,2.56,1,2781.328929,3.6,208.8571429,241.2832143
13/03/2022,3,2022,202203,32022,3,20223,2.83,3.9,2.56,1,2781.328929,3.6,208.8571429,241.2832143
14/03/2022,3,2022,202203,32022,3,20223,2.86,4.1025,2.56,1,2781.328929,3.6,208.8571429,241.2832143
15/03/2022,3,2022,202203,32022,3,20223,2.86,4.1025,1.5,1,2781.328929,3.6,208.8571429,241.2832143
16/03/2022,3,2022,202203,32022,3,20223,2.86,4.1025,1.5,1,2781.328929,3.6,208.8571429,241.2832143
17/03/2022,3,2022,202203,32022,3,20223,2.86,4.1025,1.5,1,2781.328929,3.6,208.8571429,241.2832143
18/03/2022,3,2022,202203,32022,3,20223,2.86,4.1025,1.5,1,2781.328929,3.6,208.8571429,241.2832143
19/03/2022,3,2022,202203,32022,3,20223,2.86,4.1025,1.5,1,2781.328929,3.6,208.8571429,241.2832143
20/03/2022,3,2022,202203,32022,3,20223,2.86,4.1025,1.5,1,2781.328929,3.6,208.8571429,241.2832143
21/03/2022,3,2022,202203,32022,3,20223,2.77,4.2875,1.5,1,2781.328929,3.6,208.8571429,241.2832143
22/03/2022,3,2022,202203,32022,3,20223,2.77,4.2875,1.5,1,2781.328929,3.6,208.8571429,241.2832143
23/03/2022,3,2022,202203,32022,3,20223,2.77,4.2875,1.5,1,2781.328929,3.6,208.8571429,241.2832143
24/03/2022,3,2022,202203,32022,3,20223,2.77,4.2875,1.5,1,2781.328929,3.6,208.8571429,241.2832143
25/03/2022,3,2022,202203,32022,3,20223,2.77,4.2875,1.5,1,2781.328929,3.6,208.8571429,241.2832143
