Date,Month,Year,yearmonth,monthyear,Period,yearPeriod,BP_Price,Average_Price,Sales,Inflation,Facebook_Spend,Employment,Amazon_Spend,Instacart_Spend
10/9/2022,9,2022,202209,92022,9,20229,4.06,4.3875,1.85,0.4,1469.501071,3.5,82.89285714,903.4032143
11/9/2022,9,2022,202209,92022,10,202210,4.06,4.3875,1.85,0.4,505.6996429,3.5,80.25,806.9853571
12/9/2022,9,2022,202209,92022,10,202210,4.12,4.66,1.85,0.4,505.6996429,3.5,80.25,806.9853571
13/09/2022,9,2022,202209,92022,10,202210,4.12,4.66,1.85,0.4,505.6996429,3.5,80.25,806.9853571
14/09/2022,9,2022,202209,92022,10,202210,4.12,4.66,1.85,0.4,505.6996429,3.5,80.25,806.9853571
15/09/2022,9,2022,202209,92022,10,202210,4.12,4.66,1.85,0.4,505.6996429,3.5,80.25,806.9853571
16/09/2022,9,2022,202209,92022,10,202210,4.12,4.66,1.85,0.4,505.6996429,3.5,80.25,806.9853571
17/09/2022,9,2022,202209,92022,10,202210,4.12,4.66,1.85,0.4,505.6996429,3.5,80.25,806.9853571
18/09/2022,9,2022,202209,92022,10,202210,4.12,4.66,1.85,0.4,505.6996429,3.5,80.25,806.9853571
19/09/2022,9,2022,202209,92022,10,202210,4.68,4.83,1.85,0.4,505.6996429,3.5,80.25,806.9853571
20/09/2022,9,2022,202209,92022,10,202210,4.68,4.83,1.85,0.4,505.6996429,3.5,80.25,806.9853571
21/09/2022,9,2022,202209,92022,10,202210,4.68,4.83,1.85,0.4,505.6996429,3.5,80.25,806.9853571
22/09/2022,9,2022,202209,92022,10,202210,4.68,4.83,1.85,0.4,505.6996429,3.5,80.25,806.9853571
23/09/2022,9,2022,202209,92022,10,202210,4.68,4.83,1.85,0.4,505.6996429,3.5,80.25,806.9853571
24/09/2022,9,2022,202209,92022,10,202210,4.68,4.83,1.85,0.4,505.6996429,3.5,80.25,806.9853571
25/09/2022,9,2022,202209,92022,10,202210,4.68,4.83,1.85,0.4,505.6996429,3.5,80.25,806.9853571
26/09/2022,9,2022,202209,92022,10,202210,5.01,4.965,1.85,0.4,505.6996429,3.5,80.25,806.9853571
27/09/2022,9,2022,202209,92022,10,202210,5.01,4.965,1.85,0.4,505.6996429,3.5,80.25,806.9853571
28/09/2022,9,2022,202209,92022,10,202210,5.01,4.965,1.85,0.4,505.6996429,3.5,80.25,806.9853571
29/09/2022,9,2022,202209,92022,10,202210,5.01,4.965,1.85,0.4,505.6996429,3.5,80.25,806.9853571
30/09/2022,9,2022,202209,92022,10,202210,5.01,4.965,1.85,0.4,505.6996429,3.5,80.25,806.9853571
1/10/2022,10,2022,202210,102022,10,202210,5.01,4.965,1.85,0.5,505.6996429,3.7,80.25,806.9853571
2/10/2022,10,2022,202210,102022,10,202210,5.01,4.965,1.85,0.5,505.6996429,3.7,80.25,806.9853571
3/10/2022,10,2022,202210,102022,10,202210,5.04,4.5325,1.85,0.5,505.6996429,3.7,80.25,806.9853571
4/10/2022,10,2022,202210,102022,10,202210,5.04,4.5325,1.85,0.5,505.6996429,3.7,80.25,806.9853571
5/10/2022,10,2022,202210,102022,10,202210,5.04,4.5325,1.85,0.5,505.6996429,3.7,80.25,806.9853571
6/10/2022,10,2022,202210,102022,10,202210,5.04,4.5325,1.85,0.5,505.6996429,3.7,80.25,806.9853571
7/10/2022,10,2022,202210,102022,10,202210,5.04,4.5325,1.85,0.5,505.6996429,3.7,80.25,806.9853571
8/10/2022,10,2022,202210,102022,10,202210,5.04,4.5325,1.85,0.5,505.6996429,3.7,80.25,806.9853571
9/10/2022,10,2022,202210,102022,11,202211,5.04,4.5325,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
10/10/2022,10,2022,202210,102022,11,202211,5.01,4.3925,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
11/10/2022,10,2022,202210,102022,11,202211,5.01,4.3925,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
12/10/2022,10,2022,202210,102022,11,202211,5.01,4.3925,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
13/10/2022,10,2022,202210,102022,11,202211,5.01,4.3925,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
14/10/2022,10,2022,202210,102022,11,202211,5.01,4.3925,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
15/10/2022,10,2022,202210,102022,11,202211,5.01,4.3925,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
16/10/2022,10,2022,202210,102022,11,202211,5.01,4.3925,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
17/10/2022,10,2022,202210,102022,11,202211,5,4.555,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
18/10/2022,10,2022,202210,102022,11,202211,5,4.555,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
19/10/2022,10,2022,202210,102022,11,202211,5,4.555,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
20/10/2022,10,2022,202210,102022,11,202211,5,4.555,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
21/10/2022,10,2022,202210,102022,11,202211,5,4.555,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
22/10/2022,10,2022,202210,102022,11,202211,5,4.555,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
23/10/2022,10,2022,202210,102022,11,202211,5,4.555,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
24/10/2022,10,2022,202210,102022,11,202211,5,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
25/10/2022,10,2022,202210,102022,11,202211,5,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
26/10/2022,10,2022,202210,102022,11,202211,5,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
27/10/2022,10,2022,202210,102022,11,202211,5,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
28/10/2022,10,2022,202210,102022,11,202211,5,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
29/10/2022,10,2022,202210,102022,11,202211,5,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
30/10/2022,10,2022,202210,102022,11,202211,5,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
31/10/2022,10,2022,202210,102022,11,202211,4.99,4.865,1.85,0.5,1998.163571,3.7,56.85714286,810.1692857
1/11/2022,11,2022,202211,112022,11,202211,4.99,4.865,4.97,0.2,1998.163571,3.6,56.85714286,810.1692857
2/11/2022,11,2022,202211,112022,11,202211,4.99,4.865,4.97,0.2,1998.163571,3.6,56.85714286,810.1692857
3/11/2022,11,2022,202211,112022,11,202211,4.99,4.865,4.97,0.2,1998.163571,3.6,56.85714286,810.1692857
4/11/2022,11,2022,202211,112022,11,202211,4.99,4.865,4.97,0.2,1998.163571,3.6,56.85714286,810.1692857
5/11/2022,11,2022,202211,112022,11,202211,4.99,4.865,4.97,0.2,1998.163571,3.6,56.85714286,810.1692857
6/11/2022,11,2022,202211,112022,12,202212,4.99,4.865,4.97,0.2,2138.915357,3.6,92.25,654.0414286
7/11/2022,11,2022,202211,112022,12,202212,4.23,5.0175,4.97,0.2,2138.915357,3.6,92.25,654.0414286
8/11/2022,11,2022,202211,112022,12,202212,4.23,5.0175,4.97,0.2,2138.915357,3.6,92.25,654.0414286
9/11/2022,11,2022,202211,112022,12,202212,4.23,5.0175,4.97,0.2,2138.915357,3.6,92.25,654.0414286
10/11/2022,11,2022,202211,112022,12,202212,4.23,5.0175,4.97,0.2,2138.915357,3.6,92.25,654.0414286
11/11/2022,11,2022,202211,112022,12,202212,4.23,5.0175,4.97,0.2,2138.915357,3.6,92.25,654.0414286
12/11/2022,11,2022,202211,112022,12,202212,4.23,5.0175,4.97,0.2,2138.915357,3.6,92.25,654.0414286
13/11/2022,11,2022,202211,112022,12,202212,4.23,5.0175,4.97,0.2,2138.915357,3.6,92.25,654.0414286
14/11/2022,11,2022,202211,112022,12,202212,4.04,4.805,4.97,0.2,2138.915357,3.6,92.25,654.0414286
15/11/2022,11,2022,202211,112022,12,202212,4.04,4.805,4.97,0.2,2138.915357,3.6,92.25,654.0414286
16/11/2022,11,2022,202211,112022,12,202212,4.04,4.805,4.97,0.2,2138.915357,3.6,92.25,654.0414286
17/11/2022,11,2022,202211,112022,12,202212,4.04,4.805,4.97,0.2,2138.915357,3.6,92.25,654.0414286
18/11/2022,11,2022,202211,112022,12,202212,4.04,4.805,4.97,0.2,2138.915357,3.6,92.25,654.0414286
19/11/2022,11,2022,202211,112022,12,202212,4.04,4.805,4.97,0.2,2138.915357,3.6,92.25,654.0414286
20/11/2022,11,2022,202211,112022,12,202212,4.04,4.805,4.97,0.2,2138.915357,3.6,92.25,654.0414286
21/11/2022,11,2022,202211,112022,12,202212,4.05,4.9325,4.97,0.2,2138.915357,3.6,92.25,654.0414286
22/11/2022,11,2022,202211,112022,12,202212,4.05,4.9325,4.97,0.2,2138.915357,3.6,92.25,654.0414286
23/11/2022,11,2022,202211,112022,12,202212,4.05,4.9325,4.97,0.2,2138.915357,3.6,92.25,654.0414286
24/11/2022,11,2022,202211,112022,12,202212,4.05,4.9325,4.97,0.2,2138.915357,3.6,92.25,654.0414286
25/11/2022,11,2022,202211,112022,12,202212,4.05,4.9325,4.97,0.2,2138.915357,3.6,92.25,654.0414286
26/11/2022,11,2022,202211,112022,12,202212,4.05,4.9325,4.97,0.2,2138.915357,3.6,92.25,654.0414286
27/11/2022,11,2022,202211,112022,12,202212,4.05,4.9325,4.97,0.2,2138.915357,3.6,92.25,654.0414286
28/11/2022,11,2022,202211,112022,12,202212,4.04,4.87,4.97,0.2,2138.915357,3.6,92.25,654.0414286
29/11/2022,11,2022,202211,112022,12,202212,4.04,4.87,4.97,0.2,2138.915357,3.6,92.25,654.0414286
30/11/2022,11,2022,202211,112022,12,202212,4.04,4.87,4.97,0.2,2138.915357,3.6,92.25,654.0414286
1/12/2022,12,2022,202212,122022,12,202212,4.04,4.87,4.97,0.1,2138.915357,3.5,92.25,654.0414286
2/12/2022,12,2022,202212,122022,12,202212,4.04,4.87,4.97,0.1,2138.915357,3.5,92.25,654.0414286
3/12/2022,12,2022,202212,122022,12,202212,4.04,4.87,4.97,0.1,2138.915357,3.5,92.25,654.0414286
4/12/2022,12,2022,202212,122022,13,202213,4.04,4.87,4.97,0.1,522.1917857,3.5,173.2857143,666.9571429
5/12/2022,12,2022,202212,122022,13,202213,4.63,4.4125,4.97,0.1,522.1917857,3.5,173.2857143,666.9571429
6/12/2022,12,2022,202212,122022,13,202213,4.63,4.4125,4.97,0.1,522.1917857,3.5,173.2857143,666.9571429
7/12/2022,12,2022,202212,122022,13,202213,4.63,4.4125,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
8/12/2022,12,2022,202212,122022,13,202213,4.63,4.4125,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
9/12/2022,12,2022,202212,122022,13,202213,4.63,4.4125,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
10/12/2022,12,2022,202212,122022,13,202213,4.63,4.4125,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
11/12/2022,12,2022,202212,122022,13,202213,4.63,4.4125,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
12/12/2022,12,2022,202212,122022,13,202213,5,4.4575,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
13/12/2022,12,2022,202212,122022,13,202213,5,4.4575,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
14/12/2022,12,2022,202212,122022,13,202213,5,4.4575,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
15/12/2022,12,2022,202212,122022,13,202213,5,4.4575,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
16/12/2022,12,2022,202212,122022,13,202213,5,4.4575,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
17/12/2022,12,2022,202212,122022,13,202213,5,4.4575,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
18/12/2022,12,2022,202212,122022,13,202213,5,4.4575,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
19/12/2022,12,2022,202212,122022,13,202213,4.99,4.915,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
20/12/2022,12,2022,202212,122022,13,202213,4.99,4.915,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
21/12/2022,12,2022,202212,122022,13,202213,4.99,4.915,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
22/12/2022,12,2022,202212,122022,13,202213,4.99,4.915,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
23/12/2022,12,2022,202212,122022,13,202213,4.99,4.915,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
24/12/2022,12,2022,202212,122022,13,202213,4.99,4.915,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
25/12/2022,12,2022,202212,122022,13,202213,4.99,4.915,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
26/12/2022,12,2022,202212,122022,13,202213,4.95,4.85,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
27/12/2022,12,2022,202212,122022,13,202213,4.95,4.85,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
28/12/2022,12,2022,202212,122022,13,202213,4.95,4.85,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
29/12/2022,12,2022,202212,122022,13,202213,4.95,4.85,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
30/12/2022,12,2022,202212,122022,13,202213,4.95,4.85,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
31/12/2022,12,2022,202212,122022,13,202213,4.95,4.85,1.84,0.1,522.1917857,3.5,173.2857143,666.9571429
1/1/2023,1,2023,202301,12023,1,20231,4.95,4.85,1.84,0.5,484.3953571,3.4,154.8214286,711.625
2/1/2023,1,2023,202301,12023,1,20231,5,4.8025,1.84,0.5,484.3953571,3.4,154.8214286,711.625
3/1/2023,1,2023,202301,12023,1,20231,5,4.8025,1.84,0.5,484.3953571,3.4,154.8214286,711.625
4/1/2023,1,2023,202301,12023,1,20231,5,4.8025,1.84,0.5,484.3953571,3.4,154.8214286,711.625
5/1/2023,1,2023,202301,12023,1,20231,5,4.8025,1.84,0.5,484.3953571,3.4,154.8214286,711.625
6/1/2023,1,2023,202301,12023,1,20231,5,4.8025,1.84,0.5,484.3953571,3.4,154.8214286,711.625
7/1/2023,1,2023,202301,12023,1,20231,5,4.8025,1.84,0.5,484.3953571,3.4,154.8214286,711.625
8/1/2023,1,2023,202301,12023,1,20231,5,4.8025,1.84,0.5,484.3953571,3.4,154.8214286,711.625
9/1/2023,1,2023,202301,12023,1,20231,4.89,4.8,1.84,0.5,484.3953571,3.4,154.8214286,711.625
10/1/2023,1,2023,202301,12023,1,20231,4.89,4.8,1.84,0.5,484.3953571,3.4,154.8214286,711.625
11/1/2023,1,2023,202301,12023,1,20231,4.89,4.8,1.84,0.5,484.3953571,3.4,154.8214286,711.625
12/1/2023,1,2023,202301,12023,1,20231,4.89,4.8,1.84,0.5,484.3953571,3.4,154.8214286,711.625
13/01/2023,1,2023,202301,12023,1,20231,4.89,4.8,1.84,0.5,484.3953571,3.4,154.8214286,711.625
14/01/2023,1,2023,202301,12023,1,20231,4.89,4.8,1.84,0.5,484.3953571,3.4,154.8214286,711.625
15/01/2023,1,2023,202301,12023,1,20231,4.89,4.8,1.84,0.5,484.3953571,3.4,154.8214286,711.625
16/01/2023,1,2023,202301,12023,1,20231,4.18,4.91,1.84,0.5,484.3953571,3.4,154.8214286,711.625
17/01/2023,1,2023,202301,12023,1,20231,4.18,4.91,1.84,0.5,484.3953571,3.4,154.8214286,711.625
18/01/2023,1,2023,202301,12023,1,20231,4.18,4.91,1.84,0.5,484.3953571,3.4,154.8214286,711.625
19/01/2023,1,2023,202301,12023,1,20231,4.18,4.91,1.84,0.5,484.3953571,3.4,154.8214286,711.625
20/01/2023,1,2023,202301,12023,1,20231,4.18,4.91,1.84,0.5,484.3953571,3.4,154.8214286,711.625
21/01/2023,1,2023,202301,12023,1,20231,4.18,4.91,1.84,0.5,484.3953571,3.4,154.8214286,711.625
22/01/2023,1,2023,202301,12023,1,20231,4.18,4.91,1.84,0.5,484.3953571,3.4,154.8214286,711.625
23/01/2023,1,2023,202301,12023,1,20231,3.96,4.685,1.84,0.5,484.3953571,3.4,154.8214286,711.625
24/01/2023,1,2023,202301,12023,1,20231,3.96,4.685,1.84,0.5,484.3953571,3.4,154.8214286,711.625
25/01/2023,1,2023,202301,12023,1,20231,3.96,4.685,1.84,0.5,484.3953571,3.4,154.8214286,711.625
26/01/2023,1,2023,202301,12023,1,20231,3.96,4.685,1.84,0.5,484.3953571,3.4,154.8214286,711.625
27/01/2023,1,2023,202301,12023,1,20231,3.96,4.685,1.84,0.5,484.3953571,3.4,154.8214286,711.625
28/01/2023,1,2023,202301,12023,1,20231,3.96,4.685,1.84,0.5,484.3953571,3.4,154.8214286,711.625
29/01/2023,1,2023,202301,12023,2,20232,3.96,4.685,1.84,0.5,1957.802857,3.4,129.3571429,641.2628571
30/01/2023,1,2023,202301,12023,2,20232,3.97,4.69,1.84,0.5,1957.802857,3.4,129.3571429,641.2628571
31/01/2023,1,2023,202301,12023,2,20232,3.97,4.69,1.84,0.5,1957.802857,3.4,129.3571429,641.2628571
1/2/2023,2,2023,202302,22023,2,20232,3.97,4.69,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
2/2/2023,2,2023,202302,22023,2,20232,3.97,4.69,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
3/2/2023,2,2023,202302,22023,2,20232,3.97,4.69,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
4/2/2023,2,2023,202302,22023,2,20232,3.97,4.69,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
5/2/2023,2,2023,202302,22023,2,20232,3.97,4.69,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
6/2/2023,2,2023,202302,22023,2,20232,3.97,4.81,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
7/2/2023,2,2023,202302,22023,2,20232,3.97,4.81,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
8/2/2023,2,2023,202302,22023,2,20232,3.97,4.81,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
9/2/2023,2,2023,202302,22023,2,20232,3.97,4.81,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
10/2/2023,2,2023,202302,22023,2,20232,3.97,4.81,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
11/2/2023,2,2023,202302,22023,2,20232,3.97,4.81,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
12/2/2023,2,2023,202302,22023,2,20232,3.97,4.81,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
13/02/2023,2,2023,202302,22023,2,20232,4.5,4.8075,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
14/02/2023,2,2023,202302,22023,2,20232,4.5,4.8075,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
15/02/2023,2,2023,202302,22023,2,20232,4.5,4.8075,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
16/02/2023,2,2023,202302,22023,2,20232,4.5,4.8075,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
17/02/2023,2,2023,202302,22023,2,20232,4.5,4.8075,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
18/02/2023,2,2023,202302,22023,2,20232,4.5,4.8075,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
19/02/2023,2,2023,202302,22023,2,20232,4.5,4.8075,1.84,0.4,1957.802857,3.6,129.3571429,641.2628571
20/02/2023,2,2023,202302,22023,2,20232,4.83,5.0025,14,0.4,1957.802857,3.6,129.3571429,641.2628571
21/02/2023,2,2023,202302,22023,2,20232,4.83,5.0025,14,0.4,1957.802857,3.6,129.3571429,641.2628571
22/02/2023,2,2023,202302,22023,2,20232,4.83,5.0025,14,0.4,1957.802857,3.6,129.3571429,641.2628571
